Date,Open,High,Low,Close,Adj Close,Volume
2019-12-16,120.419998,121.349998,120.419998,120.540001,117.606018,5350700
2019-12-17,120.949997,121.699997,120.699997,121.279999,118.327995,4575800
2019-12-18,121.510002,121.680000,119.839996,119.860001,116.942558,5103000
2019-12-19,119.940002,120.510002,119.779999,120.080002,117.157204,4464100
2019-12-20,121.480003,122.120003,120.019997,120.290001,117.362099,7954400
2019-12-23,120.199997,120.690002,119.010002,119.029999,116.132759,4485800
2019-12-24,119.129997,119.599998,119.010002,119.510002,116.601074,2227400
2019-12-26,119.610001,119.849998,118.949997,119.519997,116.610832,4223800
2019-12-27,119.940002,119.940002,119.250000,119.589996,116.679131,3544000
2019-12-30,119.800003,119.809998,119.129997,119.400002,116.493752,2945800
2019-12-31,119.500000,119.800003,118.190002,118.839996,115.947388,4912000
2020-01-02,118.860001,119.889999,118.699997,118.940002,116.044952,6764900
2020-01-03,118.269997,118.790001,117.589996,117.889999,115.020508,5399200
2020-01-06,117.400002,118.089996,116.769997,117.650002,114.786362,6445500
2020-01-07,117.260002,117.519997,116.199997,116.559998,113.722878,6846900
2020-01-08,116.300003,116.730003,115.680000,116.160004,113.332619,5875800
2020-01-09,116.150002,117.370003,116.080002,117.360001,114.503403,5563700
2020-01-10,117.239998,117.339996,115.980003,116.379997,113.547264,6054800
2020-01-13,116.379997,116.550003,115.370003,115.879997,113.059433,6112600
2020-01-14,115.470001,116.209999,115.129997,116.180000,113.352127,6585800
2020-01-15,114.629997,115.870003,114.519997,115.279999,112.474037,7454200
2020-01-16,115.500000,115.930000,115.279999,115.900002,113.078941,5369400
2020-01-17,116.050003,116.300003,114.639999,114.959999,112.161827,10045000
2020-01-21,114.589996,115.690002,114.519997,115.589996,112.776489,7353700
2020-01-22,115.220001,116.529999,115.180000,116.099998,113.274063,4926100
2020-01-23,116.209999,116.309998,115.040001,115.809998,112.991127,4305100
2020-01-24,116.000000,116.029999,114.150002,114.370003,111.586182,4383400
2020-01-27,113.190002,116.230003,112.680000,115.860001,113.039917,7018400
2020-01-28,115.980003,116.900002,115.949997,116.599998,113.761909,5270200
2020-01-29,116.559998,117.120003,115.889999,115.889999,113.069183,3775500
2020-01-30,115.610001,116.720001,115.330002,116.580002,113.742393,4581500
2020-01-31,115.800003,116.260002,113.900002,114.489998,111.703255,7775800
2020-02-03,114.900002,115.389999,114.099998,114.269997,111.488617,4347100
2020-02-04,115.239998,116.239998,114.889999,115.269997,112.464279,5232200
2020-02-05,115.599998,116.949997,114.849998,116.809998,113.966797,5682900
2020-02-06,116.830002,117.230003,116.059998,116.309998,113.478973,5352900
2020-02-07,116.110001,116.760002,115.760002,116.449997,113.615555,3689600
2020-02-10,115.750000,116.980003,115.050003,115.250000,112.444763,6144900
2020-02-11,115.430000,115.500000,114.440002,115.400002,112.591118,5796800
2020-02-12,115.500000,116.419998,115.410004,115.849998,113.030167,4735600
2020-02-13,115.849998,117.540001,115.580002,117.440002,114.581459,5333200
2020-02-14,117.669998,118.570000,117.160004,117.889999,115.020508,8130600
2020-02-18,118.470001,119.949997,117.360001,119.629997,116.718155,11513200
2020-02-19,119.500000,119.940002,117.680000,117.680000,114.815613,7187800
2020-02-20,117.209999,118.110001,116.860001,117.690002,114.825378,5022900
2020-02-21,117.440002,118.750000,117.309998,118.580002,115.693718,6242100
2020-02-24,117.459999,118.459999,115.949997,116.320000,113.488724,6616000
2020-02-25,116.349998,117.070000,114.050003,114.389999,111.605698,7764300
2020-02-26,114.699997,115.169998,113.650002,113.779999,111.010551,6673300
2020-02-27,112.559998,114.070000,110.349998,110.400002,107.712822,9492300
2020-02-28,107.690002,108.519997,104.370003,107.680000,105.059036,17456400
2020-03-02,107.599998,116.400002,107.290001,115.879997,113.059433,17074200
2020-03-03,116.080002,117.529999,112.339996,112.910004,110.161728,11113600
2020-03-04,114.239998,116.839996,113.470001,116.769997,113.927765,8208400
2020-03-05,114.400002,117.250000,113.910004,115.919998,113.098465,8546100
2020-03-06,113.870003,117.910004,113.010002,117.230003,114.376579,9803700
2020-03-09,113.820000,120.629997,112.730003,117.160004,114.308281,19747800
2020-03-10,118.099998,120.680000,114.919998,119.790001,116.874260,12599100
2020-03-11,117.510002,119.029999,112.800003,114.430000,111.644730,10540000
2020-03-12,106.019997,111.489998,102.980003,104.050003,101.517387,18774400
2020-03-13,108.239998,114.589996,103.879997,114.099998,111.322754,14320700
2020-03-16,105.199997,111.330002,102.000000,106.760002,104.161407,12251300
2020-03-17,112.769997,119.269997,110.459999,119.260002,116.357170,17602000
2020-03-18,115.000000,128.080002,114.500000,122.580002,119.596352,25785300
2020-03-19,124.459999,127.000000,117.629997,119.449997,117.058205,19033500
2020-03-20,119.500000,122.790001,111.889999,113.970001,111.687950,18474500
2020-03-23,114.169998,117.540001,112.209999,114.279999,111.991737,13122000
2020-03-24,115.870003,117.370003,111.309998,115.029999,112.726715,14235000
2020-03-25,112.970001,114.000000,108.050003,109.400002,107.209450,17762500
2020-03-26,109.400002,110.870003,106.849998,109.820000,107.621040,19416900
2020-03-27,110.110001,112.279999,108.599998,109.580002,107.385841,12053500
2020-03-30,111.860001,115.800003,110.940002,115.190002,112.883507,9737500
2020-03-31,114.309998,116.190002,112.639999,113.620003,111.344948,8752800
2020-04-01,112.150002,115.529999,111.800003,114.139999,111.854530,9423200
2020-04-02,113.180000,119.110001,112.339996,118.650002,116.274223,9838500
2020-04-03,117.209999,119.910004,117.029999,119.480003,117.087608,9541700
2020-04-06,119.059998,126.389999,118.940002,126.070000,123.545662,15922900
2020-04-07,123.980003,126.489998,121.639999,121.989998,119.547333,13789900
2020-04-08,123.690002,123.809998,120.589996,121.839996,119.400345,9292200
2020-04-09,118.220001,122.870003,117.660004,121.800003,119.361168,10942900
2020-04-13,121.269997,125.669998,121.169998,125.300003,122.791077,8064700
2020-04-14,127.099998,129.789993,126.040001,129.000000,126.416985,11366300
2020-04-15,129.000000,129.880005,127.120003,128.759995,126.181793,7478400
2020-04-16,129.000000,132.919998,128.250000,132.330002,129.680313,10627400
2020-04-17,131.479996,132.970001,129.729996,132.119995,129.474518,10305100
2020-04-20,132.389999,133.380005,129.759995,129.850006,127.249977,8133900
2020-04-21,130.070007,131.029999,128.160004,129.210007,126.622795,9300200
2020-04-22,130.000000,132.380005,128.899994,131.589996,128.955139,6482700
2020-04-23,129.850006,131.089996,127.730003,128.529999,125.956398,9613300
2020-04-24,129.350006,129.889999,128.559998,129.440002,126.848175,5781200
2020-04-27,130.000000,130.309998,128.169998,128.300003,125.731003,5974600
2020-04-28,128.279999,130.240005,127.699997,128.000000,125.437012,6910700
2020-04-29,125.570000,125.760002,122.550003,123.599998,121.125107,14870700
2020-04-30,123.080002,123.440002,121.040001,121.550003,119.116165,13499300
2020-05-01,121.480003,123.690002,120.779999,122.919998,120.458733,10381300
2020-05-04,123.839996,124.400002,121.709999,123.699997,121.223106,5935900
2020-05-05,123.800003,125.260002,123.260002,124.730003,122.232491,6445800
2020-05-06,125.209999,125.489998,122.849998,123.300003,120.831123,5769700
2020-05-07,123.459999,123.980003,121.500000,121.889999,119.974800,9115200
2020-05-08,122.750000,123.010002,121.620003,122.940002,121.008293,6943600
2020-05-11,123.040001,124.309998,123.010002,123.669998,121.726814,8447300
2020-05-12,124.480003,125.660004,123.779999,123.779999,121.835098,6366700
2020-05-13,123.500000,126.239998,123.089996,123.709999,121.766197,9725100
2020-05-14,124.849998,125.129997,121.300003,123.419998,121.480743,7411000
2020-05-15,123.470001,125.940002,123.089996,125.940002,123.961159,10590000
2020-05-18,127.500000,128.559998,126.099998,127.660004,125.654129,12877900
2020-05-19,131.750000,131.990005,124.809998,124.949997,122.986717,24915400
2020-05-20,126.489998,126.589996,124.629997,125.449997,123.478851,10748800
2020-05-21,124.889999,126.139999,124.250000,124.989998,123.026077,7482700
2020-05-22,125.099998,125.349998,123.769997,124.330002,122.376457,7453200
2020-05-26,124.339996,125.510002,123.629997,123.860001,121.913841,7910200
2020-05-27,123.970001,124.489998,121.029999,122.480003,120.555519,10357900
2020-05-28,123.720001,124.949997,123.160004,123.690002,121.746521,8141600
2020-05-29,124.239998,124.709999,121.930000,124.059998,122.110695,9770400
2020-06-01,123.440002,124.410004,122.360001,123.959999,122.012260,6850100
2020-06-02,123.589996,124.150002,122.809998,123.940002,121.992584,6395900
2020-06-03,123.900002,123.989998,122.660004,123.470001,121.529976,6754300
2020-06-04,122.800003,123.889999,121.820000,122.110001,120.191338,8005000
2020-06-05,122.570000,122.680000,119.910004,121.559998,119.649971,13112400
2020-06-08,119.580002,121.239998,119.459999,121.239998,119.335007,9448100
2020-06-09,121.599998,122.000000,120.559998,121.349998,119.443275,6915400
2020-06-10,121.559998,122.500000,121.129997,121.160004,119.256264,9380500
2020-06-11,120.989998,122.580002,119.480003,120.089996,118.203072,11387600
2020-06-12,120.510002,120.750000,117.059998,117.739998,115.889999,10786400
2020-06-15,118.400002,118.680000,117.010002,118.080002,116.224655,10901100
2020-06-16,119.800003,120.230003,118.540001,119.650002,117.769989,8389200
2020-06-17,119.860001,120.129997,118.400002,119.029999,117.159721,6722300
2020-06-18,118.540001,119.059998,117.660004,117.989998,116.136070,6690000
2020-06-19,118.889999,120.300003,117.750000,119.849998,117.966850,13359600
2020-06-22,120.970001,122.089996,120.400002,121.680000,119.768089,9112800
2020-06-23,122.750000,122.849998,120.959999,121.070000,119.167671,6575900
2020-06-24,120.739998,121.120003,119.580002,120.300003,118.409775,6871600
2020-06-25,119.760002,120.160004,118.379997,119.709999,117.829048,6856600
2020-06-26,119.599998,120.839996,118.019997,118.320000,116.460884,8997200
2020-06-29,118.500000,119.680000,118.220001,119.059998,117.189255,5503800
2020-06-30,119.220001,120.129997,118.540001,119.779999,117.897949,6836400
2020-07-01,119.449997,119.919998,118.660004,119.690002,117.809364,6577900
2020-07-02,120.089996,120.879997,118.860001,119.209999,117.336891,5898600
2020-07-06,119.800003,119.870003,118.220001,118.889999,117.021927,7231700
2020-07-07,118.449997,127.550003,118.220001,126.949997,124.955276,31152700
2020-07-08,128.000000,128.130005,124.400002,124.440002,122.484718,17405700
2020-07-09,125.610001,128.179993,124.949997,127.750000,125.742714,14257200
2020-07-10,128.740005,131.369995,127.260002,130.679993,128.626678,14745600
2020-07-13,131.330002,133.630005,128.889999,129.520004,127.484901,14112800
2020-07-14,129.279999,132.500000,129.029999,132.009995,129.935776,8818600
2020-07-15,132.270004,134.130005,130.800003,132.000000,129.925919,10577100
2020-07-16,132.050003,132.729996,131.240005,132.199997,130.122787,5892200
2020-07-17,133.369995,133.369995,131.470001,131.740005,129.670044,6063200
2020-07-20,131.960007,132.740005,131.139999,131.470001,129.404266,6114200
2020-07-21,131.559998,133.990005,131.449997,132.330002,130.250763,7237500
2020-07-22,132.570007,133.029999,131.190002,132.660004,130.575577,5388200
2020-07-23,133.000000,133.149994,131.309998,131.639999,129.571579,5598800
2020-07-24,130.949997,132.399994,130.509995,131.240005,129.177902,4345800
2020-07-27,130.860001,131.979996,130.860001,131.210007,129.148376,4681900
2020-07-28,131.500000,132.380005,130.919998,131.759995,129.689697,4804700
2020-07-29,131.559998,131.860001,129.850006,130.690002,128.636520,4741100
2020-07-30,129.419998,130.419998,128.720001,130.119995,128.075485,4596100
2020-07-31,129.649994,130.089996,127.620003,129.399994,127.366791,7210500
2020-08-03,129.910004,130.119995,128.270004,129.300003,127.268356,4990500
2020-08-04,129.649994,131.710007,128.940002,131.639999,129.571579,6073200
2020-08-05,130.449997,130.750000,128.830002,129.809998,127.770340,8494500
2020-08-06,129.130005,130.229996,129.029999,129.350006,127.317589,4832100
2020-08-07,129.580002,130.460007,129.110001,129.970001,127.927826,5519500
2020-08-10,130.240005,132.339996,129.649994,131.880005,129.807831,5894400
2020-08-11,132.589996,132.869995,129.729996,130.199997,128.154236,8453400
2020-08-12,130.470001,132.229996,129.080002,131.889999,129.817657,6364800
2020-08-13,131.210007,131.960007,130.729996,131.850006,130.311829,6622400
2020-08-14,132.339996,132.970001,131.630005,132.600006,131.053070,6702100
2020-08-17,134.350006,136.130005,133.850006,135.600006,134.018082,13155000
2020-08-18,136.169998,137.630005,133.169998,134.710007,133.138474,26744200
2020-08-19,134.210007,134.660004,131.850006,132.410004,130.865295,12718400
2020-08-20,131.210007,132.070007,130.050003,130.570007,129.046768,8936900
2020-08-21,130.550003,132.669998,130.100006,131.630005,130.094406,8288000
2020-08-24,132.250000,132.479996,130.330002,131.330002,129.797897,6604600
2020-08-25,130.800003,131.240005,129.669998,130.630005,129.106064,7240800
2020-08-26,130.210007,130.880005,129.699997,130.699997,129.175232,6271600
2020-08-27,131.080002,139.350006,130.899994,136.630005,135.036072,39672900
2020-08-28,141.000000,141.070007,137.839996,140.300003,138.663239,21350300
2020-08-31,137.479996,138.889999,135.529999,138.850006,137.230179,15078800
2020-09-01,141.199997,149.589996,140.050003,147.589996,145.868195,35599400
2020-09-02,151.250000,151.330002,145.610001,147.679993,145.957138,17222000
2020-09-03,146.699997,149.600006,141.809998,144.539993,142.853790,16005000
2020-09-04,144.020004,145.039993,140.100006,142.830002,141.163742,11327400
2020-09-08,141.410004,141.899994,138.259995,138.449997,136.834839,11322300
2020-09-09,140.089996,142.610001,139.449997,139.889999,138.258026,11223000
2020-09-10,140.059998,140.539993,136.589996,136.809998,135.213974,11236400
2020-09-11,137.050003,138.440002,135.550003,136.699997,135.105255,9626600
2020-09-14,136.139999,141.100006,135.880005,137.320007,135.718018,15244600
2020-09-15,138.229996,139.080002,136.679993,137.360001,135.757538,10142600
2020-09-16,138.410004,138.679993,136.050003,136.259995,134.670380,9286800
2020-09-17,135.429993,137.570007,135.020004,136.690002,135.095367,12415000
2020-09-18,136.440002,137.529999,134.750000,135.289993,133.711700,18236400
2020-09-21,136.500000,137.240005,135.289993,137.070007,135.470932,15758500
2020-09-22,137.070007,138.990005,136.570007,138.309998,136.696472,11034000
2020-09-23,139.000000,139.240005,135.820007,135.990005,134.403534,7711100
2020-09-24,135.729996,137.789993,135.070007,136.699997,135.105255,9817700
2020-09-25,136.520004,137.539993,135.960007,137.270004,135.668610,7539600
2020-09-28,137.160004,138.050003,136.720001,137.250000,135.648834,7065700
2020-09-29,137.250000,138.139999,136.389999,137.139999,135.540115,9234300
2020-09-30,137.389999,141.740005,137.199997,139.910004,138.277802,11608800
2020-10-01,140.800003,144.380005,140.259995,143.080002,141.410828,14430300
2020-10-02,142.339996,143.100006,140.130005,140.500000,138.860916,8195000
2020-10-05,141.289993,142.190002,141.070007,141.800003,140.145752,4753000
2020-10-06,141.869995,142.940002,140.250000,140.630005,138.989410,7158500
2020-10-07,141.259995,141.550003,140.250000,140.889999,139.246368,5649700
2020-10-08,141.509995,142.089996,141.119995,141.360001,139.710876,4892300
2020-10-09,141.660004,143.339996,141.559998,142.779999,141.114304,4831600
2020-10-12,143.020004,145.389999,143.020004,144.250000,142.567169,6134100
2020-10-13,144.679993,146.600006,144.360001,146.229996,144.524063,7933400
2020-10-14,146.399994,146.529999,143.759995,143.940002,142.260788,6570300
2020-10-15,143.089996,144.960007,142.839996,144.529999,142.843903,4564200
2020-10-16,145.399994,146.149994,144.470001,144.710007,143.021805,5645000
2020-10-19,145.100006,145.369995,142.750000,142.949997,141.282333,4881100
2020-10-20,144.110001,145.529999,143.619995,143.899994,142.221237,4841000
2020-10-21,143.839996,145.729996,143.839996,144.399994,142.715424,4371400
2020-10-22,144.190002,144.559998,142.690002,143.550003,141.875336,4448000
2020-10-23,143.970001,144.139999,142.850006,143.850006,142.171844,3513500
2020-10-26,142.839996,143.119995,140.940002,142.160004,140.501556,5370600
2020-10-27,142.050003,143.699997,141.970001,142.869995,141.203262,3943700
2020-10-28,140.960007,142.130005,139.880005,140.039993,138.406281,5616400
2020-10-29,140.000000,141.110001,138.699997,139.919998,138.287689,5051300
2020-10-30,139.179993,140.089996,137.369995,138.750000,137.131332,6200600
2020-11-02,140.589996,140.809998,139.029999,140.399994,138.762085,5525200
2020-11-03,141.649994,144.160004,141.570007,142.779999,141.114304,5137700
2020-11-04,141.570007,144.389999,141.339996,141.960007,140.303894,5975800
2020-11-05,144.000000,144.229996,142.940002,143.470001,141.796280,4734200
2020-11-06,144.360001,146.220001,143.550003,145.770004,144.069443,5399500
2020-11-09,148.000000,148.199997,143.479996,143.539993,141.865448,9399500
2020-11-10,143.750000,146.440002,143.529999,145.559998,143.861893,6066400
2020-11-11,146.919998,148.960007,146.399994,147.979996,146.253647,6268600
2020-11-12,148.479996,148.710007,147.100006,148.229996,146.500732,4188100
2020-11-13,148.940002,150.940002,147.520004,150.539993,148.783783,6579400
2020-11-16,150.529999,153.399994,149.279999,152.440002,150.661621,11520100
2020-11-17,150.500000,153.240005,149.179993,149.369995,147.627441,14237200
2020-11-18,149.860001,151.669998,149.050003,149.089996,147.350708,8312300
2020-11-19,149.460007,152.449997,149.320007,152.119995,150.345352,6196900
2020-11-20,151.169998,152.759995,149.809998,150.240005,148.487305,7312400
2020-11-23,150.369995,151.399994,149.369995,150.929993,149.169235,6185700
2020-11-24,151.740005,151.979996,150.270004,151.360001,149.594238,5718400
2020-11-25,151.250000,152.389999,151.210007,151.830002,150.058746,4611100
2020-11-27,152.149994,152.720001,151.100006,151.600006,149.831421,3666500
2020-11-30,151.600006,152.949997,150.100006,152.789993,151.007523,10898500
2020-12-01,153.600006,153.660004,151.660004,152.639999,150.859299,7645100
2020-12-02,152.000000,152.619995,149.529999,150.520004,148.764038,7849000
2020-12-03,150.279999,150.279999,148.389999,149.300003,147.558273,8575300
2020-12-04,149.509995,149.509995,147.580002,148.910004,147.172806,6963100
2020-12-07,148.460007,148.990005,147.160004,148.110001,146.382141,6159700
2020-12-08,147.360001,149.850006,147.179993,149.449997,147.706512,6905500
2020-12-09,150.000000,150.000000,147.889999,148.270004,146.540268,6713200
2020-12-10,147.750000,148.149994,146.570007,147.039993,145.855820,6884100
2020-12-11,146.919998,147.509995,145.940002,147.000000,145.816162,5620300
2020-12-14,147.699997,147.720001,145.399994,145.649994,144.477020,8362700
2020-12-15,145.520004,146.360001,144.860001,145.580002,144.407593,10623800
2020-12-16,146.240005,146.889999,145.080002,145.429993,144.258789,8550300
2020-12-17,146.059998,146.440002,145.149994,146.100006,144.923401,10226500
2020-12-18,146.619995,147.179993,145.160004,145.949997,144.774612,13794700
2020-12-21,145.500000,146.669998,145.059998,145.970001,144.794449,8517700
2020-12-22,145.149994,146.229996,143.139999,144.199997,143.038696,12533000
2020-12-23,143.539993,144.220001,142.300003,143.220001,142.066605,6810200
2020-12-24,143.539993,144.389999,143.179993,143.500000,142.344345,3018200
2020-12-28,144.039993,145.300003,143.330002,145.220001,144.050491,6448300
2020-12-29,145.639999,145.850006,143.589996,144.300003,143.137909,5979400
2020-12-30,144.880005,145.149994,143.940002,144.179993,143.018860,6250400
2020-12-31,144.199997,144.270004,142.850006,144.149994,142.989090,5938000
2021-01-04,144.300003,146.889999,144.279999,146.529999,145.349930,10727400
2021-01-05,146.600006,147.070007,144.490005,145.750000,144.576218,8832700
2021-01-06,145.089996,148.100006,145.009995,146.660004,145.478897,7306300
2021-01-07,147.619995,147.759995,146.039993,146.649994,145.468964,6846000
2021-01-08,146.880005,147.000000,145.809998,146.630005,145.449127,8159400
2021-01-11,146.000000,147.990005,146.000000,147.289993,146.103806,8754800
2021-01-12,149.000000,149.929993,148.320007,148.970001,147.770294,7791100
2021-01-13,148.750000,149.070007,147.429993,147.449997,146.262527,5356500
2021-01-14,147.820007,148.000000,146.039993,146.970001,145.786392,7672400
2021-01-15,145.139999,145.899994,143.669998,144.639999,143.475159,11973500
2021-01-19,144.639999,145.070007,142.669998,143.389999,142.235229,8041200
2021-01-20,143.589996,145.660004,142.889999,145.509995,144.338150,7925200
2021-01-21,145.360001,145.729996,144.210007,144.850006,143.683472,4775300
2021-01-22,145.600006,147.339996,145.119995,146.330002,145.151550,6406500
2021-01-25,145.360001,146.250000,144.270004,146.199997,145.022598,6343700
2021-01-26,145.630005,147.809998,145.470001,147.509995,146.322037,5010500
2021-01-27,146.960007,147.860001,143.550003,143.839996,142.681610,9970100
2021-01-28,144.460007,146.259995,143.630005,143.750000,142.592331,7433900
2021-01-29,143.179993,143.750000,140.350006,140.490005,139.358597,10836400
2021-02-01,140.910004,141.490005,139.190002,139.270004,138.148407,8648400
2021-02-02,139.759995,142.149994,139.440002,140.770004,139.636337,9000800
2021-02-03,140.660004,142.050003,140.630005,141.199997,140.062866,4988900
2021-02-04,141.789993,143.179993,141.259995,142.529999,141.382156,5782100
2021-02-05,143.460007,144.850006,142.529999,144.360001,143.197403,6817200
2021-02-08,144.809998,145.580002,144.460007,145.029999,143.862030,5275100
2021-02-09,144.580002,146.320007,144.580002,145.830002,144.655579,5302300
2021-02-10,145.830002,145.899994,143.539993,144.130005,142.969269,6192300
2021-02-11,144.139999,144.949997,143.710007,144.020004,142.860168,4263800
2021-02-12,144.160004,144.610001,143.669998,144.470001,143.306534,4474500
2021-02-16,145.940002,146.389999,144.929993,145.660004,144.486954,9297000
2021-02-17,144.649994,147.500000,144.500000,147.199997,146.014542,8523700
2021-02-18,139.000000,140.699997,137.500000,137.660004,136.551376,32309100
2021-02-19,137.800003,139.419998,137.669998,138.339996,137.225891,12202000
2021-02-22,137.740005,138.339996,136.250000,137.690002,136.581131,10702200
2021-02-23,137.110001,137.389999,135.059998,135.470001,134.378998,10433400
2021-02-24,135.869995,136.160004,133.050003,133.210007,132.137222,15521900
2021-02-25,133.100006,134.009995,131.479996,131.949997,130.887360,11108200
2021-02-26,131.479996,131.809998,129.860001,129.919998,128.873703,14156900
2021-03-01,131.580002,132.570007,131.130005,131.369995,130.312027,11544800
2021-03-02,131.509995,132.750000,130.009995,130.110001,129.062180,9743600
2021-03-03,129.500000,129.929993,127.550003,127.589996,126.562462,13945800
2021-03-04,127.860001,129.580002,126.279999,127.529999,126.502953,15116000
2021-03-05,126.830002,129.750000,126.750000,129.119995,128.080139,11357900
2021-03-08,129.330002,129.839996,127.809998,127.879997,126.850136,13662800
2021-03-09,128.800003,129.880005,128.320007,128.889999,127.851997,10662900
2021-03-10,128.860001,133.050003,128.470001,132.179993,131.115494,14976400
2021-03-11,133.360001,133.490005,131.529999,132.130005,131.065918,11829900
2021-03-12,132.520004,134.520004,132.080002,134.119995,133.039886,9479200
2021-03-15,134.740005,134.750000,132.820007,133.429993,132.355423,8357300
2021-03-16,132.820007,134.279999,132.820007,133.389999,132.315765,6627000
2021-03-17,132.500000,133.139999,131.979996,132.279999,131.214691,8052100
2021-03-18,131.160004,131.949997,129.929993,130.009995,129.501419,9938500
2021-03-19,130.130005,132.500000,129.899994,131.740005,131.224670,19234500
2021-03-22,131.000000,132.449997,130.990005,132.369995,131.852188,8218000
2021-03-23,131.710007,134.300003,131.630005,133.940002,133.416061,9718300
2021-03-24,134.429993,134.429993,133.050003,133.110001,132.589294,7849100
2021-03-25,133.259995,134.529999,132.869995,134.009995,133.485779,9375300
2021-03-26,134.000000,135.199997,133.419998,135.130005,134.601410,9551200
2021-03-29,135.000000,137.009995,134.600006,136.669998,136.135376,10048800
2021-03-30,136.330002,137.589996,135.470001,135.740005,135.209015,9076700
2021-03-31,135.550003,136.860001,134.960007,135.830002,135.298660,8182000
2021-04-01,135.940002,136.889999,135.330002,135.619995,135.089478,8531700
2021-04-05,136.720001,140.160004,136.199997,139.429993,138.884567,13347700
2021-04-06,139.110001,140.949997,138.520004,140.100006,139.551971,10348200
2021-04-07,140.300003,140.750000,139.649994,139.800003,139.253128,6787200
2021-04-08,140.449997,141.119995,139.660004,139.710007,139.163483,6365200
2021-04-09,139.630005,140.089996,138.710007,139.779999,139.233215,6892200
2021-04-12,140.070007,140.380005,139.339996,139.800003,139.253128,6241000
2021-04-13,139.800003,140.000000,138.869995,139.369995,138.824814,5799300
2021-04-14,139.119995,139.460007,138.419998,139.320007,138.775009,7308200
2021-04-15,139.399994,140.470001,139.199997,140.160004,139.611725,7236800
2021-04-16,140.889999,140.960007,139.710007,140.610001,140.059967,8829500
2021-04-19,140.289993,140.570007,139.610001,139.710007,139.163483,6427000
2021-04-20,139.419998,141.770004,138.820007,140.789993,140.239258,8150700
2021-04-21,140.770004,141.699997,140.529999,141.199997,140.647659,5778400
2021-04-22,141.080002,141.449997,139.419998,139.669998,139.123642,6568400
2021-04-23,139.100006,140.339996,139.029999,139.899994,139.352737,7657000
2021-04-26,139.910004,140.000000,137.639999,137.910004,137.370529,7615400
2021-04-27,138.000000,138.949997,137.550003,138.380005,137.838684,5383800
2021-04-28,138.350006,138.589996,137.869995,137.889999,137.350601,4762200
2021-04-29,137.899994,140.000000,137.899994,139.630005,139.083801,6532000
2021-04-30,139.710007,139.990005,139.110001,139.910004,139.362701,6558600
2021-05-03,139.679993,142.740005,139.679993,142.119995,141.564056,9046500
2021-05-04,141.539993,142.029999,140.100006,140.720001,140.169540,6361400
2021-05-05,140.710007,141.000000,140.300003,140.600006,140.050003,3965200
2021-05-06,140.000000,141.360001,139.449997,141.050003,141.050003,5434000
2021-05-07,141.630005,141.720001,139.320007,140.199997,140.199997,7801600
2021-05-10,140.449997,142.080002,140.309998,140.820007,140.820007,8769200
2021-05-11,140.869995,140.869995,138.320007,139.550003,139.550003,8821400
2021-05-12,138.869995,138.979996,135.910004,135.940002,135.940002,8666100
2021-05-13,136.229996,138.979996,135.759995,138.240005,138.240005,7158400
2021-05-14,138.809998,140.240005,138.429993,139.520004,139.520004,5359800
2021-05-17,140.000000,140.399994,138.770004,138.889999,138.889999,6558600
2021-05-18,143.509995,144.580002,141.210007,141.910004,141.910004,19394600
2021-05-19,140.710007,143.720001,140.500000,141.919998,141.919998,11624900
2021-05-20,141.500000,142.869995,140.699997,142.419998,142.419998,10180300
2021-05-21,142.520004,143.080002,141.600006,141.750000,141.750000,7642500
2021-05-24,141.759995,142.419998,141.360001,141.759995,141.759995,6315300
2021-05-25,141.800003,142.639999,141.070007,142.339996,142.339996,7168400
2021-05-26,142.389999,142.880005,141.759995,142.169998,142.169998,6431400
2021-05-27,143.350006,143.679993,141.690002,141.690002,141.690002,18859000
2021-05-28,141.929993,142.449997,141.639999,142.029999,142.029999,7062100
2021-06-01,142.210007,142.800003,141.270004,141.660004,141.660004,6922500
2021-06-02,141.389999,141.710007,140.089996,141.350006,141.350006,7765400
